cluster,count
ၚ္ၚူ၊,1
ဟာာာာ,1
အာာာာ,1
စ္စဳ၊,1
ၜီု၊,1
အုံ။,1
ထ္ၜေါ,1
စောံ။,1
ထွုဲ,1
ထွံ,1
ကဵု၂၀၁၂,1
စောဲ၊၊,1
စွို,1
လ္ၜို,1
တ္ထး,1
ၚ်္ဇ,1
ၚ်္ကျာ,1
ရ်ာ,1
သ္ဂြ,1
တ္ဍိ,1
သ္ဒၟံ,1
န္ဍး,1
ညဵ,1
ဖ်ှ,1
ပ္ဍဲ၁၂,1
ဝ်၈၈,1
က်၂၀,1
ၜဳ၊၊,1
န်ါ,1
အ္အ,1
ၚေး,1
ကွေု,1
ဋူ,1
ဇ္ဇျု,1
ၚ်္သီ,1
ပူု,1
ဇှၞော်,1
ၚ်၄၈,1
ၚ်၈,1
ဇြီ၊,1
ဟ်ြ,1
ဖ္ဖာ,1
န်၂၉၊,1
သွီု၊,1
ဉှိ,1
၎ှ်,1
ဒှ္ပူ,1
ဖၞော်,1
ဏ္ဃာ,1
ပဴိုဲ,1
ဝ္ဓာ,1
န္န။,1
ဂး၈,1
ယာာ,1
ဗွေါ,1
ဒ္စါံ၀၂၈၊,1
ဝ္ညိ၊,1
ဝ္လံ,1
ယၟု၇။,1
ဗှ်ေ။,1
မွ။,1
ဒိံ၊,1
ယိံ၊,1
ဝ္တဲ,1
ဗြောဲ။,1
မ္တး၊,1
ဿုံ။,1
ကုဲ။,1
ဝ္တိ,1
တူူ,1
ပာံ,1
တြြဴ,1
ဂ၃,1
ခ္ဍါ,1
ဇ္ဇျ်,1
ဝ်၈ှ်,1
ဇဴူ,1
ဍာ်ိ,1
ဂူွံ,1
ဖ်ဵု,1
ဂှ္တုဲ,1
ဆဵ,1
ဍာာ်,1
သ္ဂောံာ,1
ဒၠာ,1
လိ၈ွံ,1
ဋ္ဋော,1
စ္၁း,1
စဵြ,1
ဍာဴ,1
တ္ခ,1
စျ်,1
စၠောဴ,1
ဍာံ၁ာံ,1
ဖါ့,1
ခံ္ဍ,1
န်၁၆၆,1
နူ၁၅,1
ရ္မော,1
သ္ဍဴ၊၊,1
လ္လာ၊၊,1
န်၆၀,1
ဖ္ပါ,1
ယု၊၊,1
ထြိ,1
ဏ္ဠ,1
ရီ။,1
အော့,1
အ္စာာ်,1
တိိိ,1
ဇွး,1
က္ကော။,1
ထာ၊၊,1
လျှှ,1
ၚြား,1
ဎ၊၊,1
ဒ္ဒာံ၊,1
သဳ၂၃၂,1
ၐု,1
က္ကံ၊,1
လ္နီ,1
႓,1
႓ဲ၊,1
သ္ဋဳ၊,1
သ္ဋံ,1
ပ္ဋု,1
သ္ဋဴ၊,1
ဖွာ၊,1
နျု,1
ကေုာံ၊,1
ဝါး။,1
ပျ၊,1
မျာဲ,1
က်၁၄,1
လ္ဟိ,1
သၞာံ၁၃၆၅,1
မွှေး၊၊,1
ဟ်၀,1
စၞ၊၊,1
လဵု၁၉၉,1
ဏာံ၊,1
သွံး၊,1
တဴဴ,1
မ်၇၊,1
ပွူး,1
က္ခာါ,1
နွံ၁၇၈၂,1
က္သာ,1
ဗၟာ၂၇၉,1
တွံ၊၊,1
ဖျား၊၊,1
ဖျော့,1
လော၊၊,1
စွာ၊၊,1
ဇု၊၊,1
ဇ္ဇျာဲ၊,1
မောံ၊၊,1
ၚ်္န,1
လၟိုဲ,1
ယှား,1
တြေဲ,1
ဒ္ဓွ,1
ဘွဲ့၊၊,1
ဿာ၊၊,1
မး၊၊,1
သ္ဘြ,1
ဇ္စျာဲ,1
ၚဴ။,1
ဟိံ၊,1
န္ဓံ,1
ဗ္ဘေ။,1
ဏှိ၊,1
စ္စော၊,1
န္ဓံ၊,1
စ္ဆိံ၊,1
ဠဳ။,1
တ္ထော၊,1
ထ္ထော၊,1
ဏှီ,1
တၟောဲ,1
မဳု,1
ဠီု,1
တြိ၊,1
ၜဴု,1
မျီို,1
သ္ဂီု၊,1
ၚ္ၚဳ၊,1
က္ပုံ,1
ရာ၂,1
လံံ,1
န်၁၀၂၇,1
ဖ္ၜော,1
ဗြုံး,1
ၚ်္ာ၊,1
မှ်။,1
တြာဲ၊,1
ဿေ။,1
ညံ။,1
ဝှေး,1
သို။,1
တ္ထေ။,1
ဌါ။,1
အွံ,1
ပိီု,1
ပှ်ော၊,1
မၞ်ိ,1
ၚ်္ညိ,1
မ္လ၊,1
မ္လံ,1
ဖိုး။,1
ၚ်္ညိ။,1
စား။,1
ကု။၊,1
အုံး၊,1
ဂၠုဲ၊၊,1
က်ျိ,1
ၚှါ၊,1
ရ်္ည္,1
ဥို,1
ၚ်္မှု,1
ၐေါ။,1
ၐေါ,1
ၚ်္ဘိ,1
ဇ်၄၂၉,1
ချဳ၊၊,1
ၚဴ၊၊,1
ခွာ၊,1
သျှာ။,1
တ်၁၄,1
တ်၃,1
ဒ္တု,1
ၚ်၁၃,1
ပ္တိုု,1
က္ဍုိ,1
ဒ္ဒါ၀,1
တ်ၠ,1
ၚ်၃၁၂,1
ဋ္ဌဴ,1
ဆာ်။,1
ဒ်ဵု,1
ထ္ထု,1
ဗ္အို,1
စွေ၊,1
ဇ္ၛု,1
ပ္ထာ,1
ဗ္စီ,1
ခီ,1
စ္မံ,1
တ္ဍို,1
ည၀,1
သိ၀,1
ဏ္ဏ၀,1
က္က်၀,1
ထ္ၜး၀,1
ကဵို,1
ဘာ၂၀၀,1
ၚံ၊၊,1
ဏဳ၊၊,1
န်၀၀၀,1
ဇှော်၊,1
ဖ၊၊,1
ကေား,1
ဗ္ဗ၊၊,1
ကုံ၊၊,1
ကျွ၊,1
ပိုဲ၀,1
ဂ္ဆာ,1
ဖဵူ,1
ဨ်,1
ညိဳ,1
ဂှ။,1
ဗၠဲ၀,1
သၠၠ,1
က်၈ွံ,1
တေါ,1
သ္ၚောြ,1
ဏ္ဌံ,1
တ်ၞော်,1
ဇွောဴ,1
တ်၊၂,1
ထၟဲ,1
ဝ္။,1
ဗ္ဘေ,1
ဏ္ဍာ။,1
ဝ်၃,1
ဗ္ၜူ။,1
ဂၠဵု,1
ကြာာ,1
ဝုဲ။,1
ဗ္ဗော။,1
ဇ္ၛော,1
မာေ,1
ၛုဲ,1
ဒ္စါံ။,1
န်ြ,1
ပိုု်,1
ကၞုံ,1
ယှ်ေ။,1
ဖဵြ,1
ခၠီု,1
သၠဵ,1
စ္ဆု။,1
ဖူ။,1
ဖူး။,1
သ္ၚု၉၀,1
မျိုး။,1
သ္တိ၊,1
ဟု္သု,1
ကာ္လ,1
မၠုဲ,1
ပ္ဟာ,1
ဃး,1
ကေုား,1
နြိ,1
လၠိ,1
ေံ,1
ကေံ၊,1
သ္ကောဲ,1
သ္ကောဲ၊,1
ဗြောဲ၊,1
န်၉၄၅,1
ဝ္ဂှ်,1
ဝ္န,1
ဝ္လွ,1
ဓော်,1
ၚုေ,1
အေဲ၊,1
ဝ္ကွေ,1
မ္ကါ,1
ဆွာ၊,1
ရုြ,1
မ္ၚါ,1
ခၠာဲ,1
ယဵ,1
ဉ္စါ,1
န်၂၀၁၂,1
ရှုး,1
က္ပ့,1
ဒ္ဒြာ၊,1
မ္မဳ,1
ဖၞော,1
ဗ္ဂဳ၊,1
နှာဲ၊,1
ဗ္ဘာ၊,1
ၜှ်၊,1
က္ၜဴ၊,1
ပ္စာ,1
ယဵုဲ,1
သ္ဘာ်,1
ခၠာံ,1
လှီု၊,1
ညိဳ၊,1
ဝေါဲ,1
ဂၠော်,1
စော၊,1
ဂြံ၊,1
ဂၠာံ၊,1
သ္ဂာ၊,1
အာိ,1
အုဴ,1
လၟာ၊,1
တ္ၚဴ,1
မဳ၂,1
သၞာံ၁၉၆၀,1
ၚဲ့,1
နှူ,1
ဖါး,1
ဖၠာ,1
ဘဳ၆,1
ဇ္ဖ,1
ညဳဳ,1
မ္လု,1
မ္အု,1
မ္ဆု,1
က္လီ,1
ဆုဲ။,1
ကၠော်၊,1
ဏ္ဏ၊၊,1
ဖဴ၊၊,1
နိိ,1
မျီီု,1
ဝဲဲ,1
ယိို,1
အ္ဍဲ,1
ကျာာ်,1
မျိို,1
ဟွံံံံံံ,1
ဗ္စၞး,1
သၟဲ,1
ပ္တိို,1
ခွါံ,1
ပ္ဍါ,1
က၊္ဍို,1
ယျီု,1
ထိံ,1
ထိံ၊,1
က္ခုံ၊,1
ပွေဲ,1
ယြ၊,1
ဝေါံ,1
ခ္လ,1
ဂ္လု,1
တ္လော,1
တ္လေ,1
ဗ္သာ,1
သ္လီု,1
ဃ၊၄၁,1
မဲ့၊,1
နှား,1
ကၟုဲ။,1
ဒှှ်,1
ဗ္ဗံ။,1
၅ိ,1
ၚ်္ဂါ၊၊,1
ၚုံး,1
ကၠု၊၊,1
သ္ဗာ,1
ၚ်္ဂြို,1
ဗြာဲ။,1
ဒြံ,1
လှဲ။,1
မ္ဗာ၂၅,1
ဂျော၊,1
ဒီ၊,1
ခီု,1
ဇၞဲ,1
ၚ်၁၃၇၂,1
ၚာ၁၃,1
နါ,1
ယ်ု,1
ခါး၊,1
ခို။,1
အေး။,1
အွံ့,1
သျှူ,1
လွီ၊,1
ဖွဲ့။,1
သ္သဲ,1
ပွ္ပဳ,1
ဃ္ပ,1
တိဴ,1
ခု။,1
ဒ်ှ၊,1
ဇြ်,1
ၚ်္ၚီ,1
ဝီ၊,1
န္ဗို,1
တ္ထီ၊,1
န္တိံ,1
သ္ဓ,1
ပ္ကို,1
ၚ်း၆,1
ဂ္စို,1
ည္ဇေး,1
ၚ်္ၚ်,1
ည်း။,1
ရွှေ။,1
ၚွေ။,1
ပြီး။,1
လူ။,1
ၑျ,1
လေု,1
ကေိ,1
ယ့်၊,1
ပွဲ။,1
ခှံ,1
ၚါ။,1
မား။,1
နွား။,1
ပါး။,1
ဥံ,1
တ္ဒး၊,1
တ္ဒး,1
ၜံး၊,1
ဝ့၊,1
ဝေါ့း၊,1
သြိး၊,1
တုံး၊,1
ၜံး။,1
စ္ထေါ,1
စ္ထော,1
စီး၊,1
ဂှ္တှ်ေ,1
မေ၁၄,1
တြဲး,1
သၞာံ၁၃၄၄,1
မဲံ,1
ဖွဲံ,1
တိုံ,1
မြိုံ၊,1
ခဲံ,1
သ္ဝ,1
ဇၞူု,1
သၞာံ၊။,1
ၚ်၊။,1
ပွိုု,1
ဆ္သ,1
ၨ,1
ၪ,1
ၓး,1
ဪ,1
ၚျ,1
တ့,1
ၐ္ည,1
ည်ာ,1
ထျ,1
ည္လ,1
သဳ၅၀၀,1
ၐြု,1
သ္မြ,1
ညေ္ည,1
စုဲ,1
န္ဂိ,1
ဗ္ဍ,1
ႜာ,1
သၞ္ကော,1
ဥ့်,1
သုံ့,1
စို၊,1
န်၈ွံ,1
မောံ။,1
န္နဳ။,1
ပှ်ော်,1
လှ်။,1
တါ်,1
လေှ်,1
ဏ္ဍာ၊၊,1
သဳ၂,1
မၠိိ,1
လ္လံ။,1
ဏှဳ။,1
သ္ၚု၊၊,1
ဝဲါ။,1
ဝ္ဗာ,1
ႄ,1
ရွား,1
ဇ္ဖျာ,1
မ္ၜို,1
မျှော်။,1
ပြော၊,1
ခ္ဍဳ၊,1
ၐြ,1
ဝံွ,1
တဳု,1
ခ္အ,1
ကောံ၊၊,1
ဂှ်၊၊၊,1
ၚ်္သြဳ,1
မာ္န်,1
ကောာံ,1
ပဵ,1
လံု,1
ဇျု,1
ၚ်ြု,1
က်ာ,1
ယၟုု,1
တ္ထီး,1
မ္ဟာ,1
ၚ်္မြု,1
ပှ်ေ၊,1
သှို,1
ဗ၊၊,1
ဿၞူ,1
ရာာ်,1
မ္ၜါ,1
စွော်,1
စေံ၊၊,1
ခဲ၊,1
ပ္ကဴ၊၊,1
က္ခဴ,1
န်၅,1
မ၅,1
ကွး၅,1
အ္စာ၅,1
မ္ဘာ၅,1
သ္ၚိ၅,1
သၞာံ၁၉၇၁,1
ဆိုး၊,1
နှောဲ,1
ဇျုဲ၊,1
န္ဓုံ,1
ဋေ၊,1
ၛှာ,1
ပြာ။,1
ဟ္မံ၊,1
ဟ္မာ၊,1
တိူ,1
ဉ္သ,1
မ္ပိိ,1
ဘေ။,1
က််။,1
ဠော်၊,1
ဒ္ဓိံ။,1
ရိံ။,1
ဗြဴဴဴ,1
တြဴဴဴဴဴဴဴဴဴ,1
တြဴဴ၊,1
ဂးး,1
ဗ္ဗာ။,1
ဂ္ဂေါ။,1
ဏ္ဍိိ,1
မ္မိံ၊,1
လ္အိိ,1
တ္တိံ၊,1
ပ္ပေါ။,1
ဍ္ဎဳ,1
သၞာံ၁၉၅၅,1
သ္ဒောံ,1
ဒွံ။,1
လ္ၜေါ်,1
က္ကား,1
ၚ််း၊,1
အုံး။,1
နူ၁၃၅၅,1
လွောဲ၊,1
ဗ္တိ။,1
ဂျဳ၇,1
ဂျဳ၂၀,1
မ္ဒေ,1
ပ္အဴ,1
ဗ္ဒောံ၊,1
သၠောံ၊,1
ည်၄,1
ဖုံ၊,1
ည်၊၊၊,1
သ္မီး,1
သ္ချဴ,1
ဂု။,1
ဟှိ,1
ၚွေ၊,1
ခွး,1
က္လောံ၊,1
ပ္ကီု၊,1
ဠှ၊,1
ဂွါံ၊,1
ဂၟာ၊,1
ကၠဵုြ,1
ဇီ၊,1
ဗြီ၊,1
ဖြဴ၊,1
တွဵို,1
ဦး။,1
သၞာံ၁၉၉၆,1
က္ဏော,1
န္ဒိ၊,1
ဗၠဴ,1
ပွဲါ,1
ဂၞာ၊,1
စၞ်,1
နုဲ,1
ဠေံ,1
ပြ်,1
ဒ်ၟ,1
ပ္တ၊,1
လ္ခော,1
တ်၂၈၊,1
န်၂၄၊,1
က်၆၄,1
ၚ်၊၆၈,1
မ်၂၀,1
ယေဲ,1
က်၃၄,1
သြွံ,1
သြွဳ,1
ည်။၂၀၀၅,1
က်၁၅,1
က်၂၄,1
စွူ,1
နုံ။,1
ဘော်၊,1
က္ဵု,1
ဋ္ဌး,1
ဋ္ဌေး,1
ဈ,1
ၚ််္ဂ,1
ၚ််၊၊,1
ဒူ၊၊,1
အး၊၊,1
ဇျ၊,1
ခြောံ,1
ဋ္ဌာ။,1
ဉ့်,1
ဂို၊,1
နွေံာ၊,1
ၚ်္ကၠု,1
ဒေါ်။,1
နွေံာ,1
ၚ်္ညံ,1
ၚ်္ထွ။,1
ၚ်္ဒၠု,1
ၚ်္ထ,1
ဉး။,1
ၚွာံ,1
ယြ။,1
ဗၞဳ။,1
ဟွော,1
ၚ်္ဒ္,1
မၞေံာ,1
ၚ်္ဟေ,1
သ္လေ,1
ၚ်္သံ,1
ၚ်္ယ,1
န္ည,1
ၚ်္ပြေ,1
ဃြ်။,1
ဆ္မိ,1
ဗူ။,1
ဿျှ၊,1
ဿာ်,1
တ်၁၀၅,1
ဇ်၁၃၅၄,1
ကၟၟိ,1
လ္တူ္,1
တၞိ၊,1
ယ်။။,1
နော်။,1
အှ်ော၊,1
စာ်။,1
ဇျာ်၊,1
ကြူ၊,1
ၝောဲ။,1
ဟ္မ၊,1
ဍာဲ၊၊,1
ကှ်၊၊,1
ဂ္စေံ,1
မွေ၊,1
ဟောံ၊၊,1
ဓၠိ,1
ဆော၊၊,1
ဂွီု,1
ဂၠိ၊၊,1
မြာ၊၊,1
က္တဳ,1
ၣ်,1
ဒွေး,1
သ္ဍာဲ,1
ဖ္ဍး၊၊,1
ရာဲ၊၊,1
ခြာ၊၊,1
မ္မဲ၊,1
ဖြူး၊,1
မ၂၀,1
ၚ္အာ,1
ည္ေ,1
ဦးေ,1
ၚ္က်,1
ၚ္း,1
နာ္အု,1
မ္း,1
ဍေါ,1
စ္ဒ,1
ယာဴ,1
သၞူး,1
ဆိ၊,1
တ္မ,1
န္ဓီ,1
န္ဒ်,1
ဇေါ,1
သျှဳ,1
တ်၂၈,1
ပု။,1
ဖၠဲ,1
ဆွိ,1
မှိုဲ၊,1
ဠ်။,1
ဂၞော်၊,1
ဇ္ဇို,1
ဖှေ,1
ရ္ၚေ,1
ပြဳ၂၇,1
ဘွဲ။,1
ဘွဲ၊,1
ချီး၊,1
မ္ပူ,1
ဇ္ဇာ၊၊,1
ဝဳ၊၊,1
ဉိ,1
ႝ၊၊,1
သွောဲ,1
မ္နော်,1
ဗၠး၊၊,1
သွာ၊၊,1
တ္န,1
ဖော။,1
မုံ၊,1
ခွဲ၊,1
ကြာ၁၂၈,1
ပ္ၚ။,1
ဗ္တဳ။,1
တွဵူ,1
ဓဳ။,1
ဂၠဲါ၊,1
လ္တော,1
ဉ္ဆ,1
ဒ္ဒူ,1
ပ္ထော,1
တၟီ,1
ပါ၁၅၇၊,1
ဠ၃၄၄,1
ပါ၃၆၁,1
ပါ၁၄၈၊,1
ဠ၂၅၆,1
ဌ၊၊,1
လ္ိ,1
ၚ်၁၃၂၂,1
စ္စေ၊,1
သြး၊,1
ဇ္ၚာ,1
ၝာဲ၊၊,1
က်၁၉,1
မိၠု,1
တဲဲ,1
ဗ္တီ၊၊,1
ကေုာါ,1
မ္ညဴ,1
ညဴ။,1
ယှံ။,1
မျဳု။,1
မ္ဲ,1
ၚ်္ကြံ၊၊,1
မျူ၊,1
ဗှ်၊၊,1
ည။။,1
လ္မော,1
တှီ,1
ပၠိ၊,1
စှ်ေ၃,1
စ္ဒိ,1
လွဳိ,1
ရ၃၉,1
အူး,1
လှး,1
ဏ္ဏိ၊,1
ပု္တ္,1
ည္ညာ,1
တံှ်,1
သြး,1
ဗျီု,1
ပ္ညိ,1
ဒွောံ,1
ထ္ကု,1
သံၞာ,1
မွံ၊,1
ဒ်၀၄၆,1
ပ၆ု,1
ဠ၊၊,1
ဉ္ဇေး,1
န္ဟိ,1
က္လွ,1
ယ္ဟ,1
တျြာ,1
ရျာ,1
န္ဟ,1
မ္ဟ,1
ရ္ဟု,1
လ္ဟု,1
မ္ဟု,1
ရ္ဟာ,1
ဃ၊၊,1
တ္ၚဲ၆,1
ကံ၊၊,1
ဇ္ယ,1
သ္ၚ၊၊,1
မြဴ၊၊,1
မ္ယီု,1
မ္ယို,1
နာ၁,1
နာ၂,1
ဂျာ၄,1
နာ၁၆,1
နာ၂၀,1
နာ၂၄,1
နာ၂၁,1
နာ၁၅၊,1
နာ၁၈,1
နာ၂၃၊,1
လ္လာ်,1
မ္ဓာ,1
လ်ေ,1
ညီး,1
နွံ၄၅,1
ၝုဲ၊,1
ကၟီ၊,1
တ်၉၆,1
ကၞီ,1
ၚ်၆၀,1
ဠေ၊,1
ခၠုဲ,1
ပ္ၚီု,1
သ္ကီူ,1
ကၠောာ,1
ပ္ၚာံ,1
ခြီု,1
ဒ္ၚိ,1
သဳို,1
ဟှီ,1
ပ္ညုု,1
ဒွာ်,1
ဒွါ်,1
ထွော,1
န္ဓုု,1
ဖာံ,1
အဵဵု,1
ဂၠးး,1
အုု,1
လေော,1
ကွေံေ,1
ဘူ။,1
ဩွံ,1
က္၁ဵု,1
ဒှ်၈၀,1
ဒှ်၆,1
ဏ္ဍဳ။,1
န္နာ။,1
ပၠုဲ။,1
ကွေဲ။,1
သ၊၊,1
ၚ်၈၈,1
ဆဵုာ,1
ပ္တုဲ။,1
ဏ္ဍ်,1
ဍ္ဎာ,1
လုံံ,1
ဠူ၊,1
ဇ္ၛာဲ၊,1
ခၟ၊,1
ကွဲာ,1
ပ္တီိ,1
လၟာဲ၊,1
ဍဲ၊,1
တဵဵု,1
ဖ္ဍောဲ,1
ဗဴါ,1
ဌံ၊,1
လ္လော၊,1
ဗ္တဴ,1
ခၞောဲ၊,1
ယဲဲ,1
ဗၞဲ၊,1
ခိြ,1
လ္ဂေ,1
ကိိ,1
တၟိို,1
ိိ,1
ၜဵု။,1
အွီး,1
က်၈၈၈၈,1
ဏ္ဍ၊၊,1
တာဲ၊၊,1
သေ၊၊,1
ထွိုဲ,1
ဝိုဲ,1
တံ့,1
ဝၞာ,1
နေံ၊,1
မုံ့၊,1
တျှေ,1
သှံ,1
ဥဲု,1
က္ဍး,1
ယျေ။,1
ၚ်၁၃၃၂,1
သွိ၊,1
ရဳ၄၃,1
မ္မိ။,1
န်၃၉,1
သ္ဇာ၊,1
ဠိ၊၊,1
ဒ္ဓံ၊၊,1
ယိ၊၊,1
ဝေ၊၊,1
ယျံ၊၊,1
ဂေါ၊၊,1
ဗ္စိ,1
နွေ၊,1
ဒ္ဓ္,1
သီိ,1
လၞာ,1
န်၂၇,1
သၞာံ၁၉၄၈,1
ျာ်,1
စ္စံ။,1
ဿ်။,1
သ္ဍဲ၊,1
သ္က။,1
ဒ္ၚီ,1
ဂွာ၊,1
က်၂၅၇၀,1
ဏိုဲ,1
ၚ်ာ,1
ပ္ဍဵ,1
လျိ်ု,1
ထ္တ,1
နာ္အံုး,1
႐ံုး,1
ခ်ိ,1
ၵျ,1
သံုး,1
ၚ့္ခံ,1
ဂ္ကဲာ,1
ဖြေံ,1
ခၟဲာ,1
ဇြာ်,1
နှော၊,1
ချိုး၊,1
စၟ၊၊,1
ရ်္ဂ,1
ရ်္ၑ,1
ရ်္ၑ။,1
ၐါ၊,1
ဗၟော်,1
ဇ္ဖာ,1
ဇ္ဇား,1
ဝ္ဂေ,1
စ္ပ,1
ဏ္စိ,1
တု၃,1
ပ္ဝံ,1
ဒဳု,1
တါဴ,1
ဋိဲ,1
အြ၇။,1
ဟ်ျ,1
က်၈ှ်,1
ဝ္တွံ,1
သ္ၜုဲ,1
လာေ,1
စ၆ု,1
ကောိ,1
ဇ္ဍာ,1
စ္ဋး,1
ပ်၇,1
မ်၇ံ,1
ၚ်၇။,1
ကေော်,1
ကၟိဵု,1
ကုိ,1
ဝ်ျ,1
မဵ,1
လၞုံ,1
ကဵုး,1
ကၠေံံ,1
သ္ဝ်ေ,1
တ္ၚဲဲ,1
ခၞံာ,1
မဳိ,1
ဒီု။,1
ဒ္စံ,1
ကာ်။,1
ဗ္ၜေံ။,1
ပြြ,1
ဗဲ၊,1
ခွာ။,1
လ်ှ,1
နှူး,1
သ္ၚာ၊၊,1
သှ်၊၊,1
တၟံ၊၊,1
ဇြဳ၊၊,1
ဆုံ၊,1
မ်ု,1
တ္တြု,1
ဗ္စ၊၊,1
ပ္ဍ္ဲ,1
ချ်၊၊,1
ကၞဳ။,1
သၞာံ၂၀၂၃။,1
က္အဳ,1
မၠု၊၊,1
ကုေ,1
သီု၊၊,1
ရ္လာ,1
တ္ညာ,1
ဏာံ။,1
ၚ်္ဃ။,1
က္ၐ။,1
ကၠာ်၊,1
တၞို,1
ဥ္စု,1
ည်၊၁၉၈၂,1
ဒ္နာဲ,1
ပဲို,1
ဇ္နး,1
ပ္လ္,1
ဇ်၁၃၄၇,1
တို။,1
ဒ္နော,1
တ္ဃ,1
ဝ၂,1
လေား၊,1
ဉ္ဇံ,1
ဝ်ှေ,1
ကဵု၁၃၃၃၆,1
သ္တြေ,1
ဗဳ။,1
သ္တာ။,1
အ္အး,1
စၞး။,1
သြေဲ။,1
ဇဳု,1
က္ဍ။,1
ဟီ။,1
ခြီ။,1
ၚုဲ။,1
မြံ။,1
ဗျုု,1
က္ၜဴ။,1
သ္ဒး။,1
စၟာ။,1
ကွဴ။,1
လၟ။,1
ဝဴ။,1
ဓါ။,1
စၞာ။,1
ခြ။,1
ဖျာဲ။,1
ထေံ။,1
ပြုဲ။,1
ဇၟၠု,1
ဒွာဲ။,1
တ္ၜုဲ။,1
လွုဲ။,1
နး။,1
ထၟဴ,1
မှဴ။,1
ဟီု၇ော,1
ဒၞဳ။,1
န်ုး,1
ဂြုု,1
ဥ။,1
ဍေဲ။,1
တ္ၜာဲ။,1
လၟာဲ။,1
ဗၠာြ။,1
မဴ။,1
ဿဴ။,1
ဒွီ၊,1
ကၠေဲ၊,1
သ္တဲ,1
ထၞီ,1
က္ၜဲ၊,1
ၚ်၁၃း၃၀,1
ဇော့,1
ဗၠု။,1
တွံ့,1
ခၞော်။,1
န်၄။,1
စၟ။,1
ပ္ပါဲ။,1
မေ့ာ,1
သၟာ။,1
သ္ကေံ။,1
တွူ,1
သ္ကော်,1
ဝံါ,1
ယဲာ,1
ဇွံ,1
ဒှ်ှ်,1
ကၟိ၊,1
က်၈၂၆,1
သ္ဍေ,1
ကေ်,1
ကျာ်ိ,1
ယၟု၇၊,1
ကွူ,1
တ်ုဲ,1
ၚ်္ဒါ,1
ပ္မ,1
ဇ္ဇျ၊,1
ဗ္နော,1
သ္ဇံို,1
ဒ္ၚဵ,1
န်၇။,1
တဳူ,1
မဳဴ,1
ဂၠာြ,1
ဇွိ။,1
က္ထိ,1
ဋ္ဌုံ၊,1
သ္တိ။,1
ယၟး။,1
မ္ၠု,1
သ္ကါ,1
သုိ,1
ဗ္ဒေါံ,1
ဝွံ၇။,1
ဂျာ်,1
ပ္ဍဲ၂၄၊,1
ကြ်,1
ခ္ဍာ်၊,1
ဒွော,1
ဍုံ,1
ၚ်္သေ့,1
တျု၊,1
သှိ။,1
ကိ၊,1
စ္စါ,1
ႅု,1
ဘဳ၁၊,1
ဘဳ၃၊,1
န္အာ,1
ဗ္လို,1
ပ္ဂး,1
လေါ်ျ,1
က္ကေံ,1
ႝော,1
ဗ္ဂုး,1
စ္ကေ,1
ကၟါဲ,1
သ္ၚေဲာ,1
မ္ဘ။,1
ဒြဳ။,1
ကြ္က,1
တျာ၊,1
ဏၞ,1
ကၠံ၅၆,1
ကၠော၊,1
ဂဲါ၊,1
ကၠံ၅၀,1
ဂြီ၊,1
မၞ်၊,1
ကၞေ၄်,1
ဝှေါ့,1
ပေံါ,1
ဃ်၊,1
ဗ်။,1
ရဳ၄၂,1
ဂဵု၊၊,1
ခၟဳ။,1
လဲ့၊,1
ဗၠာဲ၊၊,1
လို့၊,1
ကူး၊,1
နဲး,1
ကြူး,1
အား၊,1
မ့်၊,1
မျှ၊,1
ၚွီ,1
ခဲ့၊,1
တွေ့၊,1
ယျော်၊,1
ထွာ၊,1
ပွဲး,1
ကွဲး,1
ၚွး,1
ဒေ၊၊,1
ကၟူ,1
ဖံ၊၊,1
ခ်၊၊,1
ပ္ဘိ,1
က္ၚု,1
က္ၑေး၊၊,1
ဂ်၊၊,1
မွှ,1
နွံ၅၉၀,1
နွံ၆၉၅,1
ဝှ်၁၃,1
န္ဒိး,1
ဗျော့,1
ဟ်၁၀၊,1
တောဲ၊၊,1
တွောဲ,1
က္ကြော,1
မီု,1
နာ၄,1
န်၁,1
ပိ့,1
မ္ပား,1
မိ့,1
ဧ။,1
ဿီ။,1
ဇိ။,1
သ္နာ။,1
စွာ။,1
ဒွေ။,1
မွေ့၊,1
န္ဒြေ။,1
ကျော်။,1
ခေါ်ေ,1
ျာ,1
ချို့။,1
လျှော်။,1
မှံ။,1
ဂြို။,1
ဆြာ,1
မ္ပါး,1
ပျီ,1
ခ္လေါ,1
စွာ၊,1
ၚ်္လ္,1
မြေ့,1
ဖွံံ,1
မ္ဗာ၂၀၂၀,1
ဇော်၊,1
ညီ၊,1
တူး၊,1
ယ္ယျာ,1
