cluster,count
ဍိ။,1
ဎို,1
ဂျ်၊,1
မ္ဒး၊,1
ခၞဴ,1
ဝ္ကီု,1
စ္ဍေ,1
ဋ္ဌွံ,1
ဋ္ဌီု,1
ဗေော်,1
စောဴ,1
ဍျိ,1
ဗြီု၊၊,1
မြာ်။,1
ပ္ဍဲ၂၀,1
နာ၂၅၀၀၊,1
ဟွာ၊,1
ဟ္မဳ၊,1
ဟ္လေ,1
က္ပု,1
တ္ဝံ,1
နိံ။,1
နိံ၊,1
ဒှ်၉၈,1
ကိီု။,1
ဥ္စေ,1
ဗွှဲ,1
န္ဓိိ,1
ၚ်္ခ်,1
ပ္ဍဲး,1
မြိိ,1
ၚိိ,1
စ္တာ,1
စ္တေ,1
ဖျိိ,1
ကြေဲဲ,1
တိိ၊,1
ဟ််။,1
အိုု,1
ထော။,1
ၚး။,1
လီီု,1
မ္ဓး,1
မ္ကဴ,1
က်၅၀,1
ယီို,1
ကါာ,1
ၜောဲ,1
ဖၟု,1
ဟုာဲဲ,1
ဗီီု,1
သဵူ,1
တိုု်,1
ရီီု,1
ဂွိိ,1
ဏ္ဍဲ,1
ဇ််,1
ဒိြ,1
က္ကာ။,1
ဍ္ဎိ၊,1
ပြိို,1
ကဲ၊၊,1
ဖၠီု၊,1
ဖၠာ၊,1
ဖၠံ,1
ဒဵု၊၊,1
အှ်ော,1
ယ္ခ,1
််,1
္္,1
ဲဲ,1
မၠဵု၊၊,1
ပှေ,1
ဒ္လု,1
သ္လော,1
ရၟေ,1
ပ္လေါ,1
ဖ္အေါ,1
ရၟ,1
ကၟး၊၊,1
ပ္ကေါံ,1
ဂှဴ,1
ပိုဲ္ၚေ,1
ဂၞာဲ,1
ဒှ်္က္,1
တုဲိ,1
ပ၊၊,1
စ္ဆာ၊၊,1
ပ္ၚါာ,1
က္ၜး၊၊,1
က္ၜး၊,1
ရ၁၀၊၊,1
တၠ္ၚဳာ,1
ဇ္ၚး၊၊,1
ပှါ,1
ကြှ,1
ဍွး,1
ဟေ့,1
ဃာ့,1
စိုဲ,1
လ္တူး,1
ဂှ်၁၀,1
လံာ,1
ပ်၁၁၁၆,1
န်၉၄,1
ဓ္ဂိ,1
ပျှံ,1
ဂျှး,1
ဒ္ဓာ၊,1
လ္မု,1
န်၅၂,1
ၚဲိ,1
ဖွေ၊,1
က်၅၊,1
က်၂၊,1
က္ဏု,1
က္ဏ,1
က္ဏုဲ,1
ကၟာဲ၊၊,1
တၟး၊၊,1
မော်။,1
နှီုး,1
က္ကော၊၊,1
ၚ်၃၆၇,1
ဝ်၃၈,1
ကဴ၈၃,1
ဂှ်၅၇,1
ၜါ၀ွံ,1
န်၈၈,1
န်၆၄,1
န်၉၁,1
ႅာ။,1
ႅါ၊,1
ဆာ်၊,1
ရာ်။,1
ဂဲါ။,1
ဖဲါ၊,1
နှဲ။,1
မြဲ။,1
ယွာံ၊,1
ရဵု။,1
ဂြုဲ၊,1
ဇွောံ၊,1
ပ္ကီု။,1
တ္ၚီု။,1
ဂံါ။,1
ဒံါ။,1
ဂ္ညော,1
နှီ။,1
ကြော်။,1
ဆော်။,1
ဗၟော်။,1
ဿာဲ၊,1
စၞာံ။,1
ၚ်ွာ,1
တ်၃၁၈,1
ကဵု၂၂,1
ခွေး။,1
ကုီ,1
နေြ,1
ကောံ၇၉,1
ရီ၊၁၆,1
ခ္ဍာ၊,1
ၜီါ,1
ၜဴါ၊,1
ၜဴါ။,1
စ္စး,1
သြေဲ၊,1
ချဴ၊၊,1
ၜေါ်၊,1
တီး၊,1
မွေး၊,1
န္ဒေါ,1
ချ်။,1
၁ံ,1
၁ိ,1
ဒဳိ,1
ဝုဲ၊,1
က်၇,1
ဂ္လာ,1
ဖ္ၚး,1
။း,1
ဗ္ပေ,1
နၠံ,1
ဂ္လ,1
ၐဴ၊၊,1
ၐါဲ,1
ကာ၂၊,1
ဒေဲ၊၊,1
ဆေါ,1
သာ့,1
ကု။။,1
လး၂,1
လး၃,1
ဂၠောံ,1
မ္ဗီ,1
ဋော။,1
ဉ္ဇေ,1
ဓၞော,1
ခြုံ၊,1
န္တေိ,1
ထ္ထာ,1
ဓဲါ၊,1
ညိုဲ,1
ဝေဲါ,1
ကု၂။,1
စှီ,1
ပှ,1
စ္ဍဲး,1
ော်,1
ဝွဲ,1
ပၠော်,1
ဣွ,1
ကာာ,1
န်််,1
ပံံ,1
ကၞောံ,1
ယၟု၀,1
ဂ္ဂဳဳ,1
ဂွုံ,1
ဝ၃။,1
တေၟ,1
ဖဵို,1
အ်၀၀၀,1
ၚ်၀၀၀၀,1
နွံ၁၀၆,1
နာ၃,1
လော၈၊,1
လော၁၁,1
ဇၟီု,1
ၝဵု,1
ၝီု၊,1
လ္ဗံ,1
လ္ၜုဲ,1
န္ဒိ၀ိ,1
ဥဲ,1
တေော,1
ဒၠောံဲ,1
ကၠံံ,1
တၠု်,1
ယြံ,1
ဘာြ,1
ကဵုဵု,1
ဏ္ဏ္,1
ပဴ်,1
ပျ်,1
မၠဳို,1
တ်ါ,1
မ္တီြ,1
ညးွံ,1
သ္ဟို,1
ဝုဲြ,1
ယြာဴ,1
ပ္ပ္,1
တှ၊,1
က္ခိ။,1
ကြေဲ၊,1
ပေဲါ၊၊,1
နေဲ။,1
လ္ဇုဲ။,1
ဇှ်ေ၊၊,1
သြံ၊,1
ဂူ၊၊,1
ပ္အုဲ,1
ဇ္ၚဳ,1
ထုံ။,1
တော၊၊,1
ရ်္တေ,1
သ္ထ္,1
က္အီ၊၊,1
ဒ္ၚေ,1
အ္ဗာ,1
ၚ်္ဂဳ၊၊,1
ရ်္ဝွ,1
တ္ဗိ,1
ရ်္တု,1
က္မာ,1
ဒ္ဂါ,1
ကွေံ၊၊,1
က္သူ။,1
မ်း၊၊,1
ၚ်္ကဳ,1
သူံ,1
ဗ္ဍာဲ,1
ဒ္ဂေေ,1
တိၟ,1
တုဵ,1
ပွွ,1
ဗျုဵ,1
ခေျာဲ,1
တေၞာ,1
ဒေှ်,1
တ္တု။,1
ကေၞာ,1
ဇ္ဇဳဳ,1
ကွုဵ,1
ဒ္,1
ပ္ဍုဵ,1
တ္ဍ,1
ပၟဲ၊,1
တုၠ,1
ဒံၟ,1
ဒၟါဲ,1
ဂေ္ၚ,1
မေၠ,1
သိၞ,1
ကီၟ,1
တွုဵ,1
ဗ္ၜ္,1
လုဵ,1
ဆၞ,1
က္္,1
ဂှ္,1
ဇ္ၚ,1
တူေ,1
ဗ္ဂဴ,1
သ္ဒးေ,1
တ္ဇုံ,1
ဒၟံံ,1
ဒာ,1
ဂွာံ၊,1
ပ္ပာံ၊,1
က္ခာံ၊,1
ဏ္ဏာံ၊,1
တၟဳ,1
ဖၠဴ,1
ခေေ,1
ဝၠ,1
န္တြ,1
ဇၞောံ,1
အီ၊၊,1
တိံ၊၊,1
ကာံ၊၊,1
ကြီု၊၊,1
ဟော၊၊,1
ရ်္ကု၊,1
ရ်္လေား,1
သ္ကြ,1
စွိ,1
ရ်္ဂုး,1
ရ်္သ,1
စ္အး၊,1
ရ်္စူ,1
သ္ဗိ,1
ဇ္လူ,1
ရ်္ဟ,1
သ္လှီ,1
နၟော,1
သ္စး,1
ၝော၊,1
မ္ဂူး,1
ရ်္လ၊,1
တ္ဍု,1
သ္ဒၟော,1
ရ်္နး,1
ရ်္ပူ,1
ရ်္သု,1
သ္ကၞု,1
ဂၟေါ,1
လ္ဟီ,1
က္သး,1
သ္ယာ,1
သ္ဇြူ,1
ၚ်္ကော,1
သ္ဗြိ,1
ရ္ဗိ,1
စ္လာ,1
ရ်္န်,1
ရ်္း,1
ရ်္တံ,1
မၟ၊,1
သ္ကြော,1
သ္ဂိး,1
ဂ္လေါ,1
သ္ဂိး၊,1
သ္တြိ,1
ရ်္သ်,1
ၐြီ၊,1
ရ်္ဗော,1
ၜူး,1
မ္ၚ်္,1
လ္ၜာ,1
ဒော,1
သ္ဗျာ,1
ရ်္တ,1
သျု,1
သ္စြု,1
တူံ,1
မ္လေး၊,1
ည္ဇေ,1
ရ်္န,1
ရ်္စိ,1
ရ်္မၟ၊,1
မေော,1
ရ်္ါ,1
က္ၑီ,1
ရ္ဇုး,1
ရ်္ဂေါး,1
ယျံ။,1
န္တံ။,1
ဂ္ဂံ။,1
က္ခံ။,1
သၞူ။,1
ပွူ။,1
က္ခု။,1
စ္စု။,1
လ္ဂူ။,1
ဆူ။,1
ဒၞါ။,1
ကၟဵု။,1
ဂၠး။,1
မြီ။,1
ဇီ။,1
ဗြီ။,1
ဗျဵု။,1
မဵီ,1
ဖြဳ။,1
ပွး။,1
စ္ဍး။,1
ကၞဳ၊,1
ပၞဴ။,1
ချဴ။,1
ယာ်။,1
ဗာ်။,1
ဖျး၊၊,1
မ္တဴ၊၊,1
မျ၊၊,1
ဋ္ဌှ်,1
ဝ္ဇ,1
က္မ,1
ရ၀ှ်,1
ကြွေ,1
ၚ်္သေ့၊,1
တို၊,1
လွေ၊,1
သိုး၊,1
ဉ့်၊,1
တွား,1
ကို့,1
ဝ၃,1
ဗား၊,1
တြီး,1
လျံ၊,1
ဂျူး၊,1
ဇိုး,1
ဒိုး၊,1
ဟိုး၊,1
ကီး၊,1
န္နား၊,1
ယော့၊,1
အိုး၊,1
န်း၄၀,1
ထွား,1
လှုံ့,1
ဂျို့,1
၏၆၈,1
လူ၁၀၀,1
ဘော့,1
ဘွို,1
ဘာ့,1
ရွို,1
ကေ့,1
ဂါ့,1
လူး၊,1
ချော့,1
ယိုး၊,1
ဘေ့,1
ကၟး။,1
ဒ်၄,1
လ္ဇေ,1
စၟေ,1
ဇ်၁၃၈၅,1
ဂှ်၂၀,1
သၞာံ၁၈၀၀,1
ဗှေ,1
ဇြာ၁၊,1
ၚ်၄၊,1
ဒို၊,1
ဇြုဲ၊,1
ဖျုု,1
မွား,1
ခြး။,1
က်၁,1
ဝွါ,1
ဉ္ဇု,1
မြို၊,1
လ၀,1
မ္လိ၊,1
လေ၀,1
တ္တာ၀,1
သၟိံ။,1
နေ၀,1
ဗ္ဗေ။,1
ဏျာ,1
မာ၀။,1
ရံ့,1
ညဳ၊၊,1
သ္သံ,1
လှေ။,1
န္ဒ၊၊,1
နွံ၂,1
နွံ၃၁၂,1
ရွံ့,1
မၠး။,1
လ္စုဲ,1
ၑဳ,1
ဝျာ,1
ေါ,1
စြး,1
ဒ္ကေါ,1
လောဴ,1
တြဲာ,1
သိၟု,1
သျှော,1
သျှေ,1
ခၞေု,1
ဗိၠု,1
ဒှာဲ,1
ဒဳ၅၅၀,1
ပ္ပါး,1
တ်။။,1
ကိိုး,1
နာံ၂၄,1
ဋ္ဌ်၊,1
မၠီ,1
ဝှ်၈,1
ၛှော,1
တ်၂၁၀၀,1
သၞာံ၁၈၈၁,1
သၞာံ၁၈၈၆,1
ၚ်္ခာ,1
က္အဵု,1
ဗၟာ၀,1
ပၠေဲ၊,1
ဟ်ို,1
ဒၞူ,1
ကွေဴ,1
ဖၞး,1
ယြိ,1
ဗ္ဍါ,1
ကါး,1
ဒ္စါဲ,1
ပ္လောံ,1
ဝ်ု,1
စ္ဇ,1
ဝြ၊,1
သ္ဘဴ။,1
ဖေါ်၊,1
က်၈,1
ယျ၆ု,1
ဇ္ပါဲ,1
မ္ဗာ။,1
ပ္ပံ။,1
ကျုဲ,1
ကောု,1
ပ္ဍဲ၁၉၄၆,1
စှ,1
ပ္ဍဲေ,1
ပ္ဍဲ၁၉၄၈,1
ဏံ၁၉၅၈,1
ပ္ဍဲ၁၉၆၁၊,1
ကြို့,1
ဟာ၇,1
ရိုး၊,1
ဉ္ဇျာ,1
ပၞေံ,1
ဂှ္ၚ။,1
ဟၠေ,1
အ္ထ,1
သ္ၜ,1
ၜှော်,1
ၚ္ၚာဲ၊,1
စဳ၊၊,1
န္ဒာ၊၊,1
န္နာ၊၊,1
ဃာ၊၊,1
ခၟ၊၊,1
ဆာဲ၊၊,1
အဵု၊၊,1
ကွာဲ၊၊,1
ဂဴ၊၊,1
တှ်၊၊,1
ကွဳ၊၊,1
ကြဴ၊၊,1
ခၟ၆,1
ခွ၊,1
မျှေ,1
ခွာဲ,1
ၚ်္ဖေါ,1
ဏ္ဌု,1
ၑာ,1
တ္ဇု၊,1
ဇြဲ၊၊,1
မ္မဴ၊,1
နိ၊၊,1
နူ၆,1
နူ၈,1
နူ၃,1
ကဵု၃၆,1
ပ်၈,1
ပ်၁,1
ပ်၃,1
ဍဳ၃၆,1
ပ်၆,1
ဝ္ၚဲ,1
ဟ််၊,1
ဗြိို,1
ဗိိ,1
ၚ်ၟာ,1
ၜါိ,1
ထၞာဲ,1
သ္ဍာံံ,1
သ္ဇံ,1
အၟ,1
တၟဲ,1
အိူ,1
န္ဒြံ၊,1
ဂၠောဲ။,1
အဴဴ,1
ဂၠိိ၊,1
ဝိို,1
ဠိို,1
ဖၟာ,1
ကိာ,1
ဠး၊,1
ဂျိူ,1
နုူ,1
ဩဴ၊,1
သ္ဂောံ၊,1
ဿ္ၚိ,1
ယျု၊,1
တၠေ,1
ဗိဵု,1
ပၠါဲ,1
ကၞို,1
ုး,1
တ္ၜောံ,1
ဂ္တဴ,1
ဗ္တော၊,1
ဇေ။,1
ဒ္ဒာံ,1
န္ဓော၊,1
ဟၟြ,1
စၟဴ,1
စ္,1
ခ္ဍဵု,1
ယၟဲ,1
ဝ္သု,1
ဝဳဳံ,1
တ္ထုံ,1
ညော။,1
ဏှိ။,1
ဗၠူ,1
ထေ။,1
စ္ဍာံ,1
လ္ဝူ,1
သ္တံ,1
ယါံ,1
သ္ဘုံ,1
မ္ဒဳ,1
ဝ္ပိ,1
သ္ၚဵု,1
မ္ၚုဲ,1
ပ္ဖံ၊,1
ဍြ,1
ဗၞာံ၊,1
ဒွိ၊,1
ဏှာဲ,1
ဒ္နူ,1
သ္ဂောံြ,1
တၠံ,1
ဏှေ၊,1
ဝ်ာံ,1
ဒှ္တဴ,1
ဇြီု,1
န်ၠ,1
တျာဲ,1
ဇ္ၚာဲ,1
လှဳ,1
ဘူ၊,1
နေံ။,1
ဒ္ဇံ,1
က္ဇ,1
ဖျေဲ၊,1
သၟောံ,1
စ္ဆုံ၊,1
ထံ။,1
စှော,1
ဇြော်,1
ကောေ,1
မ္ဂူ,1
ဿိ၊,1
ဂိံ,1
နေု,1
ဇ္ဇျိံ,1
ဇ္ဇိ၊,1
ပိုူ,1
သွေ၊,1
ဏ္ဏာ။,1
က်််,1
နၟံ,1
ဂွာဲ။,1
သှိ၊,1
သွောံ။,1
ဿာံ၊,1
မြဵု။,1
တြောံ,1
မြောံ၊,1
စၠး၊,1
မၠေဲ,1
တၠောံ,1
က္အီ၊,1
ဂ္အီ,1
မ္အီ၊,1
ႝား,1
ယ၀,1
မၠုံ,1
တ္ဍေ,1
ဉ္ဇဲ,1
တ်၀,1
ဂၠေါ်၊,1
မၠော်၊,1
ဂ၀။,1
သွောံ၊,1
ႝး,1
ၚ်၀၊,1
ဇၠို,1
ဇၠေံ၊,1
နှ်။,1
ဒွါ၀,1
ဒြံ၊,1
မြး၊,1
ပ္ဍူ၊,1
ဖြာဲ,1
ဖ္အာ၊,1
မ္ၚဲ၊,1
ချှေ,1
ဝှဲါ,1
ကွ။,1
ပြ၀,1
တှော၊,1
ဒ္ဒံ၊,1
မ္ၚဳ,1
ဆွာ။,1
န္အု,1
တၠောံ၊,1
ရှော်,1
က္အော,1
ဂ္အေါ,1
မြေဲ၊,1
မၠာံ,1
ဂၠီု၊,1
ဒၠီု,1
မောဲ။,1
ဂ၀၊,1
ရ္ဇု,1
ဂၞေါ်,1
ဂွဲါ။,1
စ္ဆ၊,1
မ္စးး,1
မ္စာ,1
ချာ်,1
မ္စာဲ။,1
မ္စဳ,1
မ္စဴ,1
မ္စု,1
မ္စေ,1
မ္ဆော,1
ဒေ၀၊,1
မ္စော,1
ဗ္စော,1
မ္ဇော,1
မျာ်,1
မ္ဇဳ,1
မ္ဇု,1
သ္ဂိး။,1
မ္ဇူ,1
ဗျဲ,1
မ္ဇဲ,1
မ္ဇး,1
မ္ဇာ,1
မ္ဇီ,1
မ္ဇဵု,1
ကြေဲ။,1
အ၀။,1
တ္ၚဲ၀,1
မ္မု၊,1
ဟောဲ၊,1
ထီု။,1
အူ။,1
သ္ဒး၊,1
တ္ထ၀,1
ပ်၁၆,1
ဒျောံ,1
တဴ၊။,1
က္ဍာံ,1
မျု၊,1
မျု။,1
တွဳ။,1
ဇၞော်ေ,1
တ္တ၀,1
ကၞုဲ။,1
ပၞီ။,1
စၟာ်။,1
နာ၀,1
ဗြး။,1
သူ၀။,1
ဝိ၀,1
ခ၀,1
ဂ္လိ,1
သုံ၀,1
သ္ဒီု။,1
သ္အို,1
ကြာဲ၊,1
ဇဳ၀,1
ပ္တုဲ၊,1
ဗ္ၚိ,1
မၞော်။,1
ဠိ၀,1
က္က၀,1
လၟီ,1
သၟာ်။,1
သ္သာ,1
တ္ၜဴ။,1
ပၞး။,1
တ္ထု၀,1
ဗျာ၀,1
တိ၀,1
ဿေ၀,1
ပ္ပော,1
ဠာ၊၊,1
လျံ,1
ပ္ၚာ။,1
ဂြုး,1
တဳ်,1
ကၟဴ,1
ဂ္ၚ်ေ,1
ကေုာဲ,1
ဇ္မာ,1
ၚာိ,1
ထ္စး,1
မြဲာ,1
ၚ်၇,1
ဝ္ဇု,1
အာ၇၊,1
ဩွဲ,1
ဖှ်။,1
ပေံ,1
ကီူ,1
မ၃ၠို,1
ဿ္ပ,1
ယွံေ,1
တါံ,1
မ္ဒး၇း,1
ၝောဴ,1
ရေော,1
ပ္တိ၊,1
ၚာံ,1
ကွိို,1
သ္ဇိို,1
ပၠေါ,1
သူာ်,1
ဩောံ။,1
ကျု။,1
ဇှ်ေ။,1
ဂိို,1
ရၠို,1
မၞဴု,1
သၠဴ,1
ဓိိ၊,1
ဂ္ညိိ,1
လ္တ၊,1
ထ္ၜောံ၊,1
ဇၞော််၊,1
ဗော််၊,1
တ််။,1
ဂျိို,1
စျ၊,1
ဏီိ,1
တ််််,1
ကီို။,1
ဗိီု,1
ပ်််,1
ဇ္က,1
ရွံ,1
ခၟါဲ,1
သ္မး,1
က္ကော်,1
နာ၂၅၀၀။,1
ပ္ဒေါ,1
ၚဲ၊,1
သွေး၊,1
တ္ၚဲ၁၅,1
တ်၂၀၀၈,1
ဗျူး,1
ဖို့၊၊,1
သိ့,1
ပေါ့၊၊,1
အုဲ။,1
နာ၉၀၀,1
ဟ္မီ,1
နာ၂၀၀,1
တ်၁၁၁၃,1
တ်၆၀၀,1
ရုံး၊,1
ဍ္ို,1
ပၠာံ၊,1
ဠ။,1
ဌ္ဋ,1
ဖိ့ု,1
ၚ်၁၅၊,1
ဌေး။,1
ဖျဲ,1
ရှ်ေေ,1
တံ၇။,1
ၛောံ,1
ထိို,1
ဠါဲ,1
သၠဵု,1
ဿွဵု,1
ဓါံ,1
သ္ဂောံ။,1
မျိုု,1
လျုး,1
ပြဵ,1
ဌံ။,1
ဋ္ဌော။,1
ဋ္ဌံ။,1
စ္ၚာ,1
ဿော။,1
နှု။,1
ကၟု။,1
မ္ဗု။,1
ၛဳ။,1
ဂွါံ။,1
မ္ဘော။,1
ဏ္ဍူ,1
မ္ဘော၊,1
ခ္ဍာ်။,1
မှိိ,1
က္ဍီု။,1
မှဲ။,1
န္ဓော။,1
ဂွီု။,1
ဗ္ဘော။,1
ဋိိ,1
စ္စော။,1
မၠိိ။,1
မ္ပါ။,1
ထဲ။,1
မၠ။,1
ဏဲ,1
ချီု။,1
ပ္ကီီု,1
ထိိ,1
သ္ပိို,1
သ္အာာ,1
ဗ္ဓး,1
ဗၠိို,1
လော််,1
က္ခိိ။,1
ဖာ်။,1
တၞး၊၊,1
က်၅၂,1
က္ဏာ,1
ဖွေံ့,1
မ္ၚး၃,1
ပေါ္ဲ,1
ပို္ဲ,1
ပြီ၊,1
ဖိုံ,1
စိုံ,1
ဒိုံ,1
သ္မံ,1
ကျွေး,1
ထ္ထိ,1
ၚ်ၠ၊,1
ပၠ်,1
ြုံ,1
ဟ်ာ,1
လ်ဵု,1
ကြဴာ,1
တၠဳ၊,1
ဍိ်,1
တ်ွဲ,1
ဆၞု,1
ဂ၅,1
ဇ္စျိ၊,1
လ္ပာဲ,1
ကျေ၊,1
ဂြီ။,1
တြိေ,1
ဂေါး။,1
ည္စိ,1
ပူး။,1
ရှား၊,1
ခဲ့။,1
ဗျာ့,1
မှု့,1
ဖြေ၊,1
ဘူး၊၊,1
ဂ္ဂာ,1
ဗ္ဂုဲ,1
ဝ္ဆ,1
န္ဃ,1
ရ်ေ,1
သ္မိ၊,1
ကၠာ၇၊,1
ဗၠူ၊,1
သြ်,1
မ္ဓ,1
ပ္ကံ,1
ဝ္ၚော,1
စါဲ,1
ကေော,1
ဗ္ၚး,1
ဒေဳ၊,1
ဗၞေံ,1
ဒေံါၠ,1
ၚိ၊,1
ဍာိ,1
န်၁၅၉,1
ပ္ဒါ,1
ဋ္ဌ၃,1
ၚ္ဂ။,1
ၚ္ၚ။,1
ဝျ်,1
ဗ္တီ၊,1
ပ္ဘါ၊,1
ဇ္ဇျီု၊,1
ၛှ,1
သ္မ၊,1
ဇ္ဖဳ၊,1
တ္ၜဲ,1
က္ဃာ,1
မျး,1
ဇ္ဖ၊,1
ပါ၀ဲ,1
ဏ္ဍု၊,1
ဗၠာ၊,1
က္ဍဵု,1
ဂ္ဒ,1
ဗ္ဒ၊,1
ဗံ၊,1
မၠံ၊,1
ဓောံ၊,1
လွဵု၊,1
ခး၊,1
ဇျှီု၊,1
မှော၊,1
နြ္ဒ,1
ပ္ပါ၀,1
ပြဴ၊,1
ဇာံ၊,1
ခါံ၊,1
ဘာံ၊,1
ဗှ၊,1
ဒိေ,1
န္ဒာဲ,1
ဟဲ၊၊,1
နြ္ဒး၊,1
ဏ္ဏဳိ,1
ဒၞါဲ၀ါဲ၊,1
နှု၊,1
သ္ဂုဲ၊,1
ဗ္ဗျ,1
သ္တဳ၊,1
သြော်၊,1
ဓုံ၊,1
ပၠး၊,1
ဂုဲ၊,1
ဂြဴ၊,1
လ္ပောဲ,1
ပ္ပဵု၊,1
လဳိ,1
ဇၞော်္ၚှာ,1
နြ္ဒာ,1
ဝှ၊,1
က်္ၚှာ,1
သၞး၊,1
လ္ဗာ,1
ဏော်၊,1
တိ၀ု,1
ပၠေ၊,1
တ္တျု,1
စ္ဆို,1
စှ်ေု,1
ဆံ၊,1
မှဴ၊,1
တ်ိ၊,1
ပ္ပါဲ၀,1
ခၠေါ,1
ဂျိ၊၊,1
လှေံ၊,1
ဆေံ၊,1
ဇောံ၊,1
မြ၊၊,1
ဂါဲ၀ါဲ၊,1
ဇိ၀ါ၊,1
ႇာ၊,1
ၜါ၀ါ၊,1
စီု၊,1
အ္ၚာ၊,1
သွာ်၊,1
ဒွါ်၊,1
ခြ၊,1
ကၟု၊,1
န္ဒြာံ၊,1
ၚ်၁၈,1
ထူး။,1
န်ံ၊,1
ဖောံ,1
ဏ္ှာ,1
ကြဳး,1
ပုံ။,1
အှ်ေ၊,1
ဏ်ှ်,1
တၞီ။,1
ဆဵ၊,1
ဏှ်။,1
ဗြုံ၊,1
ညျာ,1
တ်ုး,1
ပါြ,1
ခၞဳ။,1
လ္ပါဲ,1
ဆ၆ု,1
ဓုဲ၊,1
ကဵု၁ာ,1
ကျောဲ,1
ကျောဲ။,1
ပျ်၊,1
ဂျီ၊,1
ဇြဴ၊,1
အိ၊,1
အော၊,1
စေဲာ,1
ကြာ၁၃,1
ဏ္ဋု,1
န္ဇော,1
ဗ္ကါံ,1
ပၟဴ,1
ယါဲ,1
ဒၟာဲ,1
တၟၠံ,1
နူ၁၉၉၅,1
ဇျှ။,1
ဋ။,1
ဝှဳ,1
လှာဲာ,1
ဏေ်,1
ဍာဲ့,1
ဝ်၂,1
ၚာဲ့,1
ခေျ,1
ကၠုိ,1
က်ၞ,1
မှာ၊၊,1
ဂျုံး,1
ဍဳ၊၊,1
ဟာ်၊၊,1
ယျုံ၊,1
ယှ။,1
သ္ဟီု,1
သ္ကံာ,1
ည်း၊၊,1
လုံ့,1
ယၟု၊၊,1
ဝ၄၊၊,1
ကျွှေး,1
စား၊၊,1
ဝ၇၊၊,1
ၚ့်၊၊,1
တ်၁၈၈၄,1
လူ့၊,1
ည့်။,1
မၞေံ,1
ကောဲ၊,1
ပ္စဲ,1
လ္အေ,1
မွဳဲ,1
ပှော်။,1
ရိုံ,1
ဗ္တံ။,1
အ္အာ,1
တေဴ။,1
ဗၟဲ,1
အြာ,1
တ္ၜံ,1
သေဴ,1
လ္ပာါ,1
လ္ဇော,1
ဇ္ဇျာဲ။,1
သ္ဂောဲ,1
တေဴ၊,1
တ္တြာ,1
တွဲ့,1
သာာ,1
အံံ,1
သၞာံ၊၁၃၇၆,1
ဋ္ဌဳ။,1
ကၟာ၀,1
ၚ္ၚိဲ,1
က်၈၄,1
က္ခာ၆၄,1
လွ၊,1
ထ္ဗး,1
ကၠာ၂,1
အိုဲ။,1
ၢ်,1
လ့,1
သ္ဍီ,1
တ္ကဲ၊,1
ပို၊,1
ဏဴဳ,1
ယူ၊၊,1
ၚ်၁၈၀,1
ဂၞ၊,1
သၞာံ၁၃၈၂,1
ပြု။,1
ဟောံ။,1
ဖ္အုံ,1
လ္သာ,1
ထွိ,1
သ္နာံ၊,1
တ္ၚဲ၆၊,1
ခြဳ၊,1
ဗ္ဂု,1
တၞဲ,1
စာဲ။,1
ရွာ။,1
သ္ၚိ၀,1
မှေံ,1
ရး၀,1
ဂ်ို,1
သ္ဘဴ၊,1
လ္မာ်,1
မ္ကိ,1
လ္မော၊,1
လ္မိ,1
တ္မေ,1
က်၉၃၊,1
မွ္ဲ,1
မြေ့၊,1
ဒ္ဓိံ,1
န္တိံ၊,1
ဠှေ,1
မှိ။,1
မှေ။,1
သ္မိံ။,1
ပေါ။,1
ယျုံ။,1
မ္မော။,1
တ္တိံ။,1
တ္ထာ။,1
ဟာ၀ဳ,1
န္ဓူ,1
ဋ္ဎာ,1
ဋ္ဎ,1
ၚ်္ဂေ၊,1
ပံ။,1
စ္စိံ,1
သၞာံ၁၉၄၇,1
ဟ်၄,1
နာဲဲ,1
ၚ္ၚိုဲ၊,1
န်၉၂၀,1
ရေ်,1
ရာာ,1
အၞော,1
မွဴ,1
တ်၂၀၂၄။,1
တ်၄၀,1
သၞာံ၂၀၂၄၊,1
ဇိုါ်ျါ်ု,1
ဍုါ်ျ,1
ပါံ်ျ,1
ဂါံ်ျ,1
အ်၄,1
ပၠဳု,1
ရှဴ,1
သြ၀ါ,1
ည်ိ,1
ပ်၀်,1
ယ၀်,1
ထ္ဓး,1
သၟ၀်,1
ထ၀်,1
အ၀ဵု,1
ကၟ၀်,1
သေ၀,1
က၀ါ်,1
